geneID	A_RC	A_RPKM	B_RC	B_RPKM	C_RC	C_RPKM	D_RC	D_RPKM
ASCC2	942	19.46683	1011	12.51934	276	8.867779	2130	16.12449
SMG1P1	493	5.277046	219	1.404669	953	15.85982	481	1.886041
TBC1D10B	1145	18.67477	1854	18.11947	239	6.060511	2643	15.79098
MPDU1	897	29.73005	1716	34.08053	70	3.607137	2014	24.45258
LYSMD4	73	1.375046	207	2.336418	84	2.459999	289	1.994133
MUM1	946	12.37038	2213	17.3404	132	2.683659	2155	10.32289
PTTG1IP	6078	115.3374	14011	159.3179	492	14.51564	20822	144.7418
IFITM3	2656	214.8306	37057	1796.074	1276	160.465	30288	897.4304
UBXN2B	369	21.88969	636	22.60769	268	24.71778	910	19.77501
FMR1	920	12.10121	890	7.014826	120	2.454051	1115	5.372518
NDUFC1	414	28.31822	655	26.84682	819	87.09856	1760	44.10018
SMAP1	636	10.22381	972	9.362844	257	6.423182	1379	8.120484
BID	290	7.065773	747	10.90607	69	2.613799	637	5.685427
SUPT4H1	930	32.63933	2241	47.12877	351	19.15256	2076	26.68995
PRNP	4067	78.03223	13365	153.6578	1032	30.78513	19869	139.649
TM9SF2	4686	71.4922	7732	70.68611	481	11.4094	9107	50.89718
CEBPB	1238	31.49428	3263	49.74095	5526	218.5664	15002	139.8049
RNASEL	204	2.579548	576	4.364372	48	0.9436612	732	3.390678
GGNBP2	1299	24.48548	1563	17.65405	365	10.6968	2574	17.77338
RNF141	511	6.709912	1014	7.978474	758	15.47486	1120	5.38736
DIDO1	1843	35.34841	1685	19.36557	351	10.46678	3247	22.81334
CAPRIN1	10548	159.205	8447	76.39675	688	16.14494	14829	81.98991
NDUFS8	638	42.55458	1977	79.01658	817	84.72453	2713	66.28839
RAB4A	697	12.47176	1213	13.00594	406	11.2949	1529	10.02223
NDUFA9	833	27.76327	1144	22.84744	867	44.92687	1397	17.05627
WASHC3	433	22.87724	1041	32.95735	132	10.84304	2375	45.96648
UGT8	64	0.8418233	26	0.2049275	29	0.5930624	85	0.4095641
RMI1	592	9.086163	317	2.915439	40	0.9545094	132	0.7421553
JAG1	114	1.021121	1091	5.855757	181	2.520649	2181	7.156326
PRKRA	730	20.12727	1117	18.45445	778	33.35056	2211	22.33124
TNFRSF10A	131	4.014347	29	0.5325097	18	0.8575858	233	2.615541
IFT74	281	7.084684	397	5.997781	78	3.057527	681	6.289605
ODC1	2784	68.10992	473	6.934069	805	30.61953	2125	19.04417
PNKP	292	9.09879	532	9.93341	65	3.149021	1242	14.177
BCCIP	1185	27.04159	976	13.34595	358	12.7016	1101	9.203715
PRELID1	1858	80.35367	2690	69.71049	123	8.270401	3951	62.59348
RGS10	376	22.30494	824	29.29047	120	11.06766	1555	33.79136
AP2A2	1837	21.94529	3452	24.71091	196	3.640404	5328	23.31623
TXLNG	408	4.97719	613	4.480953	173	3.281191	1137	5.080968
SECTM1	266	6.250974	4102	57.76271	223	8.14765	8362	71.98438
LSM8	739	3.16535	922	2.366433	135	0.8990266	1299	2.038208
TNFRSF10C	52	1.866528	42	0.9033713	348	19.42101	115	1.512136
AGA	331	8.761334	877	13.91002	56	2.304579	1552	15.0486
MAN1C1	112	1.29416	2914	20.17649	33	0.5928509	3832	16.22025
TNFAIP2	177	2.273518	2593	19.95784	514	10.26478	10918	51.37246
SNRPC	1119	49.30843	1430	37.75835	376	25.75968	2802	45.22945
HYLS1	283	8.375484	167	2.961596	13	0.598175	262	2.840448
NDST1	5406	36.48457	7920	32.02906	452	4.74278	6947	17.17483
RPL12	7368	598.6698	24403	1188.138	3356	423.9564	20350	605.7092
ZNF703	833	13.33864	1537	14.74777	831	20.6885	2861	16.7821
ZNF207	2913	68.66585	3286	46.41451	785	28.76944	4096	35.36896
LRRC2	94	0.9816781	666	4.167747	3600	58.45278	112	0.4284709
SERP1	2662	45.00457	4583	46.42846	256	6.728991	5289	32.75549
MESDC1	667	11.72372	549	5.782261	139	3.798531	4137	26.63711
RACGAP1	2855	45.73012	384	3.685644	29	0.722197	2218	13.01427
RPS25	4890	532.9979	12248	799.9589	5845	990.5184	19998	798.4821
NCSTN	2512	53.43533	5257	67.00893	390	12.89837	10264	79.98112
PLCE1	310	2.080378	375	1.507987	90	0.9390409	573	1.408631
FBXW4	443	14.29402	1183	22.8729	510	25.58482	1574	18.60448
ZFP3	124	1.331275	123	0.7912928	39	0.6509869	92	0.3618229
ARPIN	740	6.116494	738	3.655216	139	1.78627	1042	3.155009
ABHD16A	369	8.717304	1009	14.28344	220	8.080532	1709	14.78972
RSL1D1	2674	27.92561	3712	23.22925	1199	19.46802	3470	13.27495
AASS	298	2.721986	383	2.096304	154	2.187015	901	3.014786
PDGFRA	13672	110.0548	24237	116.9073	191	2.390407	28909	85.24564
CRAMP1	609	4.256315	603	2.525339	124	1.347409	1448	3.707209
PHF1	682	16.0129	1917	26.97079	331	12.08301	3871	33.29437
ZNF100	129	1.547618	44	0.3163099	42	0.7834024	62	0.2724758
GABBR1	287	3.479739	277	2.012475	89	1.677707	1536	6.822099
AVPI1	263	10.13207	759	17.52145	24	1.437524	3533	49.85952
MRPS9	446	16.40435	447	9.851846	397	22.70263	514	6.925471
FAM120C	181	8.514427	262	7.38523	42	3.071762	476	8.202492
MNS1	171	4.53296	51	0.810106	14	0.5769993	231	2.243158
FEM1B	2423	18.24455	2472	11.15357	308	3.605719	3184	8.782433
QSER1	2038	11.70519	1143	3.933747	157	1.401959	1384	2.911873
PHF21A	551	4.116516	1315	5.886944	291	3.380124	2543	6.959638
UBR3	1087	7.329599	988	3.992028	3557	37.29031	1308	3.230877
FAM120A	5210	54.26209	4389	27.39115	1085	17.56912	6565	25.04699
FAM104A	684	12.70108	1156	12.86258	145	4.186142	1688	11.48204
NCOA1	564	4.389131	948	4.420727	781	9.449567	1774	5.057258
RASA4B	37	0.7101613	45	0.5175517	229	6.833642	135	0.9491855
PAPD7	799	11.10622	648	5.397347	268	5.791829	1251	6.369991
C16orf86	15	0.6338862	172	4.355464	35	2.299585	228	3.529531
WDTC1	931	10.3668	2312	15.42655	1069	18.50693	3420	13.95029
BPNT1	538	12.12745	670	9.049987	33	1.156545	885	7.307899
DYRK1A	1040	10.96145	1104	6.972517	2289	37.50955	2111	8.150512
TDRD3	208	3.697172	331	3.525496	174	4.808582	516	3.359836
ECSIT	281	9.728292	1070	22.19729	449	24.16785	951	12.06071
BEND7	67	1.502088	133	1.786726	66	2.300519	47	0.3859939
GXYLT1	1110	8.049456	488	2.120553	58	0.6539325	679	1.803746
ZUFSP	225	5.45727	161	2.33994	12	0.4525177	202	1.79476
ACAD11	299	3.848873	751	5.792796	114	2.281543	1941	9.152716
PUS3	160	4.653082	334	5.820404	57	2.577253	277	2.950955
CHML	569	4.318375	47	0.213743	76	0.8967742	221	0.6144158
PTGDS	31	2.047328	1325	52.43575	476	48.87582	71	1.717695
NATD1	145	1.625054	1605	10.77856	558	9.72289	1590	6.527681
NOP58	1659	43.58982	986	15.52392	690	28.18702	1373	13.21512
DDB1	6468	79.62764	7321	54.00701	1824	34.91243	14751	66.52384
ELAC2	1587	22.37268	1711	14.45364	474	10.38917	2800	14.45977
NIT1	289	10.20286	801	16.94503	152	8.343128	1158	14.97595
ATP5F1	2410	61.51382	3053	46.69478	1332	52.85929	3291	30.77128
ZNF346	226	4.284076	552	6.270089	56	1.650434	557	3.867817
CLYBL	13	0.2660871	43	0.5273935	121	3.850589	125	0.9372435
SNX30	1069	7.537079	864	3.65027	56	0.6138678	1311	3.386024
FBXO38	749	9.56572	716	5.479422	243	4.825069	1151	5.384845
FHOD3	882	9.276096	1257	7.92169	598	9.778209	1423	5.48231
CTC1	124	0.9634483	377	1.75523	61	0.7368821	503	1.43165
KIAA1468	754	7.25154	420	2.420439	127	1.898996	1087	3.829574
HDAC9	205	2.472114	288	2.0811	306	5.737166	799	3.529583
DNAJC24	398	7.114486	356	3.813259	178	4.947	569	3.72593
FAM126B	378	2.158548	342	1.170259	212	1.882206	322	0.6735778
DYRK3	533	13.19016	238	3.529276	34	1.308167	2250	20.39705
CTDNEP1	1586	47.78206	5311	95.87909	2198	102.9558	7468	82.41913
ARRB1	197	1.408972	911	3.904276	68	0.7561476	745	1.951887
TSPAN9	240	2.958039	1954	14.43122	96	1.839608	1668	7.530966
FAH	402	11.99664	285	5.09641	94	4.36137	1173	12.82312
TRIM3	394	7.333894	551	6.145765	87	2.517788	1223	8.339249
TBCEL	636	8.740808	756	6.2259	39	0.8333366	960	4.833121
PRDX3	3197	156.5706	3214	94.31903	2059	156.7781	6318	113.3468
ME2	995	11.98532	833	6.012532	506	9.476294	1371	6.049591
TMEM56	33	0.2562902	27	0.1256515	390	4.709167	39	0.1109544
TLN2	2662	12.25465	1609	4.438488	1125	8.05206	1949	3.286752
OAT	2444	54.72394	4789	64.255	413	14.37764	6840	56.10406
AIMP2	609	26.12696	629	16.16993	404	26.94725	1099	17.27155
METTL2A	231	4.917739	281	3.584641	51	1.688049	405	3.158425
FBXW5	1616	36.41213	3808	51.41473	1885	66.03551	6989	57.68751
RBM18	595	9.993089	652	6.561698	377	9.844316	714	4.392816
ARHGAP21	5371	40.18828	4038	18.10492	1030	11.98238	10648	29.18599
MXD3	385	7.755939	386	4.659581	55	1.722653	1037	7.652695
TGFBR1	2484	20.4089	2616	12.87928	230	2.938038	1661	4.999191
PDIK1L	144	1.85944	134	1.036837	44	0.8833522	125	0.5912781
MCM7	3287	57.13816	1655	17.23893	265	7.161992	1898	12.08606
PRDM8	326	5.587193	332	3.409574	36	0.9592682	1698	10.66046
RUNX1T1	455	3.349833	1345	5.933623	36	0.4120744	787	2.122504
ABHD2	2709	16.63136	1956	7.195708	676	6.452484	10050	22.602
DGCR6L	567	24.9847	1674	44.20104	336	23.01929	2904	46.87592
SRPRB	1536	29.13715	2364	26.87134	102	3.008275	3111	21.61812
ENDOD1	1090	12.4554	491	3.362006	806	14.31949	2289	9.58162
NDUFB2	790	85.58617	1066	69.20215	1219	205.3249	2250	89.29375
B4GAT1	511	13.2383	1697	26.34384	168	6.76678	3308	31.39344
CADM1	41	0.5104941	361	2.693394	100	1.935835	931	4.246377
KIF1BP	1394	29.37357	997	12.58853	299	9.795498	1291	9.965112
CRTC3	799	8.15993	1735	10.61757	294	4.668189	1704	6.374869
HNRNPUL2	5000	52.09518	5039	31.45993	1001	16.21523	9871	37.67478
PSMC3	2655	90.11335	3133	63.71928	1232	65.01248	3743	46.53786
CCT6B	21	0.6301972	75	1.348666	13	0.6065435	29	0.3187992
SEC24A	1492	29.21181	1760	20.64849	194	5.905447	1548	11.10255
KIAA2026	584	4.347312	546	2.435491	293	3.391072	1375	3.749495
SEPT11	19481	180.0281	11137	61.67132	131	1.882183	5150	17.43405
SETDB2	451	3.911008	504	2.618959	35	0.471891	648	2.058492
ITCH	1736	13.72896	1516	7.184111	406	4.99201	1950	5.649169
TRIM13	431	3.323719	1046	4.833532	128	1.534682	476	1.344671
STAM	1098	16.25233	939	8.328463	254	5.845323	1560	8.45863
CD276	5537	90.8603	8414	82.73476	47	1.19911	23709	142.5197
PSTPIP2	205	3.635413	170	1.806486	708	19.52066	258	1.676029
DCUN1D1	1028	7.026297	1345	5.508604	269	2.858559	957	2.396113
RTFDC1	1815	58.91804	2715	52.81136	861	43.45465	3347	39.80058
PHF10	296	9.522211	914	17.61888	364	18.20576	693	8.166601
C8orf82	300	8.327139	994	16.53282	133	5.739679	2254	22.91873
RAPGEF1	2115	18.63938	2631	13.89402	1996	27.3491	5982	19.3121
SIPA1L3	584	3.917693	413	1.660174	77	0.8031002	1109	2.72528
SDHB	1014	47.49131	1586	44.51079	1177	85.70657	2172	37.26474
UBC	18922	392.5439	46380	576.5511	66137	2133.178	149476	1135.938
RAVER1	1033	15.42218	1508	13.49064	87	2.019417	2084	11.39738
TMEM231	156	2.786735	347	3.71438	24	0.6665668	758	4.960235
FLNC	19286	114.4204	5085	18.07749	124367	1147.17	11847	25.7473
ARHGAP1	2429	37.80019	3548	33.08537	128	3.096976	10611	60.49017
RPL30	4414	427.2718	15037	872.2059	4460	671.2252	14842	526.2915
RAB1A	4278	94.996	6167	82.05865	742	25.6171	8389	68.23965
DYNLL2	1409	49.64529	638	13.47019	1250	68.47601	1957	25.25922
STBD1	94	1.708206	34	0.3702348	343	9.690988	262	1.744118
MRPL4	744	30.18027	1576	38.30825	222	14.00118	2264	33.64253
MIA2	346	5.175694	700	6.274462	522	12.14016	1142	6.257785
RAMP2	20	1.364549	16	0.6541314	51	5.409919	91	2.274378
PRKAR2A	1699	65.78476	990	22.96958	924	55.6244	1758	24.9352
GRIP2	12	0.08335768	41	0.1706609	401	4.330821	77	0.1959373
IKBKB	630	8.370879	747	5.947536	417	8.614459	1376	6.697474
DNAAF2	264	5.02216	469	5.346202	46	1.360523	465	3.240422
OGFRL1	1457	8.817764	2037	7.387132	260	2.446435	2797	6.200882
TRMT2A	477	8.566635	1062	11.42884	128	3.574072	1474	9.697312
BCAP31	2141	85.55508	4195	100.4493	354	21.99347	7080	103.6393
DDI2	139	2.781389	35	0.4196632	85	2.644401	204	1.495337
TBCD	1832	22.16702	1411	10.23045	253	4.759528	3954	17.52591
SLC9A7	1494	7.994253	893	2.863286	171	1.422607	1338	2.622681
APEX1	2957	106.6405	4029	87.06706	385	21.58703	5129	67.75876
SNF8	1072	45.62532	1760	44.88588	163	10.78599	2364	36.85706
PTPN14	4022	16.04455	2477	5.921032	1190	7.380638	2924	4.272921
RRNAD1	137	4.1182	579	10.42921	105	4.907243	783	8.622052
DCTN2	2575	68.49651	5116	81.54693	573	23.69776	6294	61.33098
LRRC27	139	0.9257479	369	1.472618	18	0.1863854	558	1.361364
ARHGAP39	134	1.422968	218	1.38718	12	0.1981221	429	1.668821
ESF1	699	11.65582	461	4.606303	135	3.499942	640	3.909378
PTX3	1438	39.79118	14265	236.5296	79	3.398728	20771	210.5462
KLHL15	337	2.879577	285	1.459249	224	2.975831	2204	6.898781
KAT5	540	13.30812	846	12.49335	197	7.548323	1704	15.38347
EEF1A1	166592	2543.79	401715	3675.625	8008	190.1134	339895	1901.227
ZNF526	289	5.390657	321	3.587854	30	0.8700146	267	1.824388
LONP1	1880	34.96994	2871	32.00045	625	18.07501	4646	31.65762
RPL32	5650	183.5199	18457	359.2375	4881	246.4931	16102	191.5916
POP4	627	12.96222	995	12.32596	101	3.246344	1301	9.852605
TXNRD3	198	3.77734	176	2.01196	27	0.8008406	314	2.194383
TPM3	11221	84.76491	5023	22.73702	37236	437.3297	11671	32.29644
PRPF6	1588	27.46189	2749	28.4866	542	14.57272	3487	22.08991
WDR70	546	13.90324	705	10.75718	192	7.601267	1370	12.77927
SPATA33	90	3.117836	74	1.536131	12	0.6463287	205	2.601517
ALAS1	1146	27.01375	1061	14.98655	226	8.282666	1793	15.48255
ZNHIT6	958	8.290214	1002	5.195817	73	0.9821651	1493	4.732842
CENPJ	490	5.137267	130	0.8167052	26	0.4238096	349	1.340366
TCEAL9	1905	94.06907	3442	101.8471	122	9.366409	6977	126.2068
IPP	283	4.665348	148	1.461993	133	3.408872	324	1.956612
AMOTL2	4043	43.4408	6243	40.19512	140	2.338749	6218	24.47411
PODXL	12102	108.4544	148	0.7947631	410	5.712621	1125	3.693216
LYRM1	343	11.06738	806	15.58374	283	14.19706	1152	13.61649
HIST2H2BE	55	1.326798	313	4.524519	362	13.57726	2752	24.31939
CDC42EP4	939	16.23849	2479	25.68871	398	10.701	2691	17.0473
ZFP91	3845	36.03547	4072	22.86796	859	12.51666	4210	14.45366
EWSR1	3896	78.01715	3543	42.51363	1102	34.30948	7056	51.7597
CDK10	434	13.22388	848	15.48285	102	4.832041	1247	13.91866
PDHX	638	11.45043	545	5.861159	696	19.42101	747	4.911156
GGCT	376	17.2339	906	24.88341	102	7.268712	519	8.714153
PITRM1	2146	30.57467	2087	17.81724	855	18.93911	3972	20.73019
MTMR11	301	5.645911	367	4.124958	18	0.5249301	2293	15.75555
CCDC50	1706	10.22318	6972	25.03517	479	4.462766	6087	13.36203
CENPBD1P1	735	11.79757	1579	15.18704	106	2.645285	2485	14.61146
C16orf95	59	2.737007	78	2.168225	25	1.803123	75	1.274521
MYH3	21	0.1865125	40	0.2128798	136	1.877971	80	0.2602799
APOPT1	452	19.5794	907	23.54259	577	38.8596	1246	19.77157
CEP104	786	6.526888	688	3.423403	203	2.620844	1249	3.79934
SMURF1	926	8.734986	560	3.165375	509	7.465011	1322	4.568196
SLC25A37	469	5.204005	558	3.710095	1045	18.0278	1846	7.503409
CAMSAP1	903	6.345823	734	3.09088	650	7.101908	1187	3.055716
ZNF131	625	10.26861	673	6.625711	161	4.112623	871	5.242177
LIPE	40	0.5625678	41	0.3455291	31	0.6778569	82	0.422465
RAB18	2337	25.36446	4096	26.63868	591	9.972769	5030	19.99847
GTF2H2C_2	798	23.73498	396	7.057763	65	3.005805	816	8.890745
TBC1D10A	237	6.364319	744	11.97188	47	1.962289	1249	12.2865
ZNF675	91	2.209161	106	1.541976	11	0.4151835	70	0.6225096
COMMD3	393	22.37296	1076	36.70531	138	12.21438	637	13.2841
UTP20	1524	9.070723	469	1.672691	142	1.314034	802	1.748611
KDSR	1278	13.18488	4083	25.24124	124	1.988971	3608	13.63559
SHISA5	3065	80.49269	7318	115.1607	292	11.92258	14321	137.7721
NUFIP2	3091	15.23533	2327	6.872822	843	6.460138	3183	5.747136
ZFP62	247	3.352522	261	2.122761	45	0.9496173	270	1.342457
GMPS	1664	36.33345	1084	14.18301	143	4.85457	1629	13.02976
ZNF121	71	2.273135	28	0.5371689	19	0.9457621	90	1.055532
TNKS	1503	8.396817	1362	4.559515	536	4.655667	2009	4.111475
PARP10	303	4.456641	1073	9.456941	157	3.590262	1269	6.837364
RBPMS	700	27.74482	1136	26.98038	53	3.266038	2660	38.62136
UTP6	982	25.50193	803	12.49577	138	5.571885	1000	9.513135
RABAC1	1299	86.32117	6171	245.7251	217	22.41968	10362	252.2399
PEX16	138	4.173996	311	5.636626	58	2.727485	614	6.803045
DNM3OS	868	11.49051	1363	10.81188	21	0.4322153	644	3.122967
PPARD	810	12.5797	1918	17.84924	867	20.93465	2399	13.64826
MMAA	168	1.515951	266	1.43828	33	0.4629684	271	0.8957922
COLEC12	3949	67.57248	9134	93.6547	54	1.436607	10993	68.90662
PEAK1	3453	15.67007	4239	11.5272	283	1.996744	5356	8.903834
CTNS	429	5.691709	1423	11.31296	103	2.124634	1513	7.353369
SRP14	3947	179.377	8757	238.4739	1340	94.68167	11669	194.2654
TUBE1	298	6.95724	392	5.48394	55	1.996387	638	5.456365
RMDN1	955	17.44926	1091	11.94495	442	12.55617	1925	12.88446
PIK3R3	197	1.922911	196	1.146397	131	1.988043	1361	4.86646
NDFIP2	835	9.745018	878	6.140116	356	6.45963	1118	4.779693
CACNA2D1	1104	7.819834	455	1.931193	3096	34.09501	730	1.894145
SDHD	1506	52.95864	3568	75.18351	1643	89.82782	2756	35.50202
CROT	346	5.588815	424	4.103887	85	2.134637	614	3.633072
TRIM45	65	0.9733986	34	0.3051	135	3.143204	134	0.7350962
SUB1	3515	53.74911	4812	44.09176	1168	27.76836	3630	20.33361
NBPF9	2074	22.0766	1709	10.90063	426	7.050088	3878	15.12145
WDR73	275	4.477038	372	3.629	57	1.442761	723	4.311798
PROB1	79	1.303142	19	0.1878037	692	17.7473	35	0.2114924
NDUFA5	960	8.970501	1787	10.00589	1843	26.77517	1367	4.679247
ELP2	1295	12.03582	2105	11.72314	482	6.964891	2348	7.994034
INTS6	1040	7.998257	870	4.009287	335	4.005606	1051	2.960921
IRF2	413	9.688478	987	13.87422	159	5.799146	1050	9.023121
IGF2BP2	1548	19.92183	1703	13.13284	67	1.340585	1714	8.080366
KIAA0391	699	13.26907	603	6.859089	135	3.984359	970	6.745234
RPUSD3	276	12.52199	504	13.7019	230	16.22383	855	14.20994
PLOD2	2056	27.1635	2609	20.65488	186	3.820648	2382	11.52833
PGAP1	473	2.293856	549	1.595377	85	0.6408929	838	1.488714
ZC3HAV1	1560	11.66612	1698	7.608964	454	5.278606	2398	6.569211
ZNF266	223	3.198388	263	2.260309	58	1.293349	379	1.991258
TACC2	145	2.108428	369	3.215163	7498	169.5109	1326	7.063116
ZBED8	78	1.467165	125	1.408901	12	0.3509354	115	0.7923998
ATXN1L	1012	6.881854	1006	4.099291	502	5.307501	1526	3.801382
FAM20B	1665	15.24216	1866	10.23599	412	5.86396	2455	8.232767
IFI35	220	9.438313	941	24.19063	62	4.135469	1406	22.09627
RAB5B	2629	26.40165	4327	26.03834	1471	22.96754	7349	27.03527
GOT1	684	17.24528	731	11.04377	1926	75.49738	1088	10.04859
GTPBP8	201	7.943244	260	6.156886	131	8.048863	310	4.487718
IFI44L	33	0.3002008	263	1.433638	120	1.69723	353	1.176345
ACTR8	560	8.277562	501	4.437497	64	1.470807	765	4.142265
XRCC6	7926	187.9902	7774	110.4871	1537	56.67825	11063	96.12051
BLOC1S3	199	4.102933	572	7.066807	11	0.3526107	473	3.572436
NDUFS2	1393	36.60073	1931	30.40233	1960	80.06749	2973	28.61512
TOR1AIP2	1476	11.1893	1803	8.19027	255	3.005511	1954	5.426293
VPS33B	274	5.434074	263	3.125479	35	1.079206	391	2.840624
PLCD1	344	6.904046	625	7.516422	34	1.060927	2340	17.20375
PANK3	763	12.08067	417	3.956293	112	2.757058	878	5.092406
MRPS23	545	19.58887	764	16.45478	143	7.991169	664	8.742648
DIRC2	312	5.013951	571	5.498541	402	10.04414	614	3.614564
OFD1	339	4.979314	480	4.224711	99	2.260823	1338	7.199263
JOSD2	407	21.91375	1421	45.84609	111	9.291948	4450	87.76965
ACTN1	12709	183.7042	17797	154.1489	378	8.494954	21096	111.7043
CEP44	271	3.204599	367	2.600497	46	0.8457143	271	1.173913
VASH1	199	1.769773	556	2.962955	67	0.9264044	632	2.058939
AP5Z1	945	9.182334	1724	10.03794	76	1.148144	2769	9.856127
TBC1D9	1270	12.41451	785	4.598132	90	1.367823	1800	6.445557
CTR9	1645	19.49095	1841	13.07094	426	7.847624	2660	11.54545
TACO1	509	18.58137	546	11.94369	249	14.13256	879	11.75468
BNIP2	2120	17.97451	2408	12.23386	585	7.711493	4000	12.42348
HPS1	1181	17.39446	2941	25.95625	112	2.564723	5067	27.33845
CIR1	483	14.44603	1180	21.148	271	12.60179	1361	14.91151
ABHD17A	793	27.20795	3733	76.74792	496	26.45854	5491	69.01384
MKKS	608	11.01523	935	10.1505	186	5.239192	1278	8.481699
SPOP	878	15.49846	1722	18.21432	261	7.163015	1581	10.22322
ZNF91	188	1.836734	300	1.756287	59	0.8961937	238	0.85178
SPRY4	829	8.358074	387	2.338022	87	1.363743	3631	13.41035
HINT1	2188	162.2896	3057	135.8704	1111	128.1206	7271	197.5603
PPP2R5D	1406	24.60811	1642	17.22075	367	9.986664	3951	25.33156
ABHD15	319	5.098939	529	5.066765	15	0.3727708	980	5.738221
ICA1L	88	0.5789666	51	0.2010605	41	0.4193881	220	0.5302193
ASMTL	422	10.85396	1185	18.26333	81	3.239083	1673	15.76281
SETMAR	180	7.558982	444	11.17274	66	4.309195	458	7.045605
LEPROT	2359	26.57122	8098	54.65717	323	5.656496	5633	23.24263
ISCA2	214	10.54791	511	15.09244	199	15.24991	652	11.77233
RND3	12253	242.3788	11144	132.0928	812	24.97294	28196	204.3157
KAT6B	978	6.597106	624	2.522232	538	5.642327	1671	4.129077
TAF1D	743	22.39724	795	14.36014	213	9.982672	970	10.71123
STAT4	46	0.8889484	112	1.296948	13	0.3905921	26	0.1840577
DENND2A	198	3.118385	186	1.755349	39	0.954972	959	5.532803
ELOB	1066	95.11838	2850	152.3835	695	96.41696	4870	159.1836
SERAC1	238	6.595955	855	14.19884	77	3.317821	427	4.335015
GPANK1	370	7.453759	792	9.560591	114	3.57059	1142	8.427559
OXR1	871	10.43542	1396	10.0222	584	10.87842	2357	10.34459
MMS19	1294	19.50887	1568	14.16543	305	7.149227	2260	12.48154
PAK4	667	11.67397	886	9.292071	97	2.639527	2221	14.23979
DOCK11	633	5.113852	925	4.477876	100	1.256047	1561	4.619653
CACNA1C	1113	4.358595	1815	4.259061	30	0.182656	2189	3.140213
ABCA7	48	0.3775426	275	1.296114	166	2.029991	327	0.9421813
TERF2	456	8.197723	711	7.659209	191	5.338549	1081	7.118954
FLJ23867	172	3.396099	345	4.081849	55	1.688403	1089	7.876655
ABTB2	335	3.664077	353	2.313558	379	6.444963	944	3.782281
METTL4	362	5.39997	289	2.583251	33	0.7653466	409	2.234952
DCP2	384	2.076294	533	1.726914	147	1.235766	330	0.6536324
PTPRD	108	0.7028752	14	0.05459695	20	0.2023699	787	1.876252
ADAMTSL5	123	2.308748	364	4.094103	193	5.632357	523	3.596128
SIX4	516	4.409788	488	2.499043	148	1.966487	315	0.9861445
TOMM22	1070	41.61033	1215	28.31259	225	13.60384	1522	21.68174
TMEM134	163	9.777589	758	27.24578	219	20.42442	871	19.13923
NDUFA13	1010	99.93182	3018	178.9318	1363	209.6716	5516	199.9257
CRCP	670	12.82754	954	10.94467	112	3.333865	1196	8.388065
NUDT13	26	0.6482084	61	0.9112908	43	1.666753	95	0.8676147
LRIF1	311	5.000878	396	3.815636	159	3.975067	548	3.227962
MAT2A	3465	61.8153	3849	41.1459	7413	205.6118	27895	182.2977
ENPP2	13600	224.8918	9799	97.09624	51	1.311192	16200	98.13226
THSD4	827	5.412417	58	0.2274572	70	0.7122709	620	1.486413
BLMH	512	10.82259	800	10.13298	158	5.192539	1196	9.260926
TOMM34	1054	27.58547	789	12.37379	101	4.109818	2669	25.58883
ZBTB45	394	9.303809	1086	15.36669	61	2.239525	1254	10.84736
ZDHHC21	440	2.572869	383	1.341991	210	1.909175	624	1.336631
TMOD2	1444	8.431736	554	1.938409	64	0.5810202	992	2.121893
SLC35C2	481	10.30131	1470	18.86473	99	3.296431	2852	22.37479
SLC25A46	1636	18.28922	2422	16.22453	847	14.72166	1576	6.454019
RUSC1-AS1	60	2.139366	111	2.371607	11	0.6098008	493	6.439362
SRPX2	513	12.56189	2301	33.76293	24	0.9137139	3770	33.81746
TNFSF13	32	0.7818027	156	2.283798	40	1.519388	355	3.177149
PPP1R12A	5802	54.33855	1673	9.388845	416	6.057384	3105	10.65256
